id,comercio,meses_distintos,es_recurrente
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,AMAZON,13,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,AMAZON PRIME,13,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,AT&T,13,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,AUDIBLE,5,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,CFE,9,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,CHEDRAUI,1,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,CINEPOLIS,6,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,DISNEY PLUS,12,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,FARMACIAS DEL AHORRO,4,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,FARMACIAS GUADALAJARA,10,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,IZZI,13,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,LIVERPOOL,3,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,MERCADO PAGO,1,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,NETFLIX,13,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,OXXO,6,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,PLAYSTATION NETWORK,2,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,SAMS CLUB,13,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,SORIANA,4,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,STARBUCKS,1,0
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,UBER,11,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,UBER EATS,11,1
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,WALMART,13,1
6a9e779aeaad04859d376e9f3900502773e8cb49,7 ELEVEN,6,0
6a9e779aeaad04859d376e9f3900502773e8cb49,AMAZON,13,1
6a9e779aeaad04859d376e9f3900502773e8cb49,AMAZON PRIME,13,1
6a9e779aeaad04859d376e9f3900502773e8cb49,DIDI,4,0
6a9e779aeaad04859d376e9f3900502773e8cb49,DIDI RIDES,6,0
6a9e779aeaad04859d376e9f3900502773e8cb49,DIDIFOOD,3,0
6a9e779aeaad04859d376e9f3900502773e8cb49,FARMACIAS GUADALAJARA,8,1
6a9e779aeaad04859d376e9f3900502773e8cb49,FARMACIAS SIMILARES,2,0
6a9e779aeaad04859d376e9f3900502773e8cb49,IZZI,13,1
6a9e779aeaad04859d376e9f3900502773e8cb49,MERCADO PAGO,2,0
6a9e779aeaad04859d376e9f3900502773e8cb49,NETFLIX,13,1
6a9e779aeaad04859d376e9f3900502773e8cb49,OXXO,7,1
6a9e779aeaad04859d376e9f3900502773e8cb49,SORIANA,1,0
6a9e779aeaad04859d376e9f3900502773e8cb49,TELCEL,13,1
6a9e779aeaad04859d376e9f3900502773e8cb49,UBER,12,1
6a9e779aeaad04859d376e9f3900502773e8cb49,URBANI,1,0
6a9e779aeaad04859d376e9f3900502773e8cb49,WAL-MART,8,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,7 ELEVEN,6,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,7ELEVEN,4,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,AMAZON,13,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,AMAZON PRIME,13,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,BAE,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,BAIT,3,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,CARLS JR,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,CFE,5,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,CHEDRAUI,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,CINEPOLIS,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,COSTCO,4,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,DIDI,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,DIDI FOOD,12,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,DIDIFOOD,4,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,FARMACIAS GUADALAJARA,7,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,FARMACIAS SIMILARES,2,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,GOOGLE ONE,2,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,MERCADO PAGO,11,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,OXXO,10,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,RAPPI,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,RAPPIPRO,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,SAMS CLUB,3,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,SHEIN,2,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,SORIANA,3,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,STARBUCKS,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,TOTALPLAY,11,1
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,UBER,1,0
6b15b12f568dee2261e5a63652eb98cd0b38d2b6,WALMART,1,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,ALIEXPRESS,1,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,AMAZON,1,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,AMAZON PRIME,1,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,APLAZ,3,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,APLAZO,8,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,APPLE,3,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,AT&T,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,ATT,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,CALIENTE,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,CHEDRAUI,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,CINEPOLIS,6,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,COSTCO,3,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,FARMACIAS GUADALAJARA,3,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,FARMACIAS SIMILARES,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,GOOGLE,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,GOOGLE ONE,7,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,HEB,10,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,LIVERPOOL,1,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,MEGACABLE,13,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,MERCADO PAGO,7,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,MI ATT,5,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,MICROSOFT,12,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,NETFLIX,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,OXXO,9,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,PARCO,6,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,RAPPIPRO,1,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,SORIANA,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,STARBUCKS,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,TULOTERO,10,1
6b6af2e52b9028a4a86acb79c94584d33d9441fe,UBER,2,0
6b6af2e52b9028a4a86acb79c94584d33d9441fe,UBER EATS,3,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,7 ELEVEN,2,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,AMAZON,13,1
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,AMAZON PRIME,13,1
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,CINEPOLIS,4,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,FARMACIAS DEL AHORRO,1,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,FARMACIAS SIMILARES,1,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,GOOGLE ONE,1,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,MERCADO PAGO,5,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,NETFLIX,5,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,OXXO,4,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,SORIANA,2,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,STARBUCKS,9,1
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,TELCEL,1,0
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,UBER,13,1
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,UBER EATS,10,1
6b759fb4fbc85f65f971b86b71e30d46b304b0ce,WALMART,2,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,AMAZON,12,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,AMAZON PRIME,1,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,CFE,12,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,CHEDRAUI,1,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,COPPEL,1,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,COSTCO,2,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,DIDI FOOD,2,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,FARMACIAS DEL AHORRO,3,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,IZZI,13,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,LIVERPOOL,2,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,MAX,11,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,MELIMAS,12,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,MERCADO PAGO,10,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,MICROSOFT,1,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,SPOTIFY,10,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,TEMU,1,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,TOTAL PLAY,13,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,UBER,6,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,UBER EATS,3,0
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,UNDOSTRES,13,1
6bd157a2af891f2e54c6cca9fde28cc46fe1dbbc,WALMART,13,1
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,7 ELEVEN,3,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,ALIEXPRESS,2,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,AMAZON,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,APPLE,2,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,CARLS JR,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,CINEPOLIS,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,COSTCO,4,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,DIDI,2,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,DIDI FOOD,4,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,DIDI RIDES,6,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,DIDIFOOD,2,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,FARMACIAS DEL AHORRO,3,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,FARMACIAS GUADALAJARA,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,FARMACIAS SIMILARES,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,MERCADO PAGO,13,1
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,MERCADOPAGO,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,NETFLIX,13,1
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,OXXO,7,1
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,RAPPI,2,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,RAPPIPRO,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,SORIANA,3,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,STARBUCKS,3,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,TELCEL,1,0
6bfe027e5f30a5d6dcbc744c3e3712966d6fe9f6,UBER,1,0
6c05c76270c3039f543b787217cb753444762f31,7 ELEVEN,7,1
6c05c76270c3039f543b787217cb753444762f31,7ELEVEN,5,0
6c05c76270c3039f543b787217cb753444762f31,AMAZON,3,0
6c05c76270c3039f543b787217cb753444762f31,AMAZON PRIME,1,0
6c05c76270c3039f543b787217cb753444762f31,APPLE,2,0
6c05c76270c3039f543b787217cb753444762f31,COSTCO,1,0
6c05c76270c3039f543b787217cb753444762f31,DIDI,8,1
6c05c76270c3039f543b787217cb753444762f31,DIDI FOOD,2,0
6c05c76270c3039f543b787217cb753444762f31,DIDI RIDES,9,1
6c05c76270c3039f543b787217cb753444762f31,DIDIFOOD,3,0
6c05c76270c3039f543b787217cb753444762f31,FARMACIAS GUADALAJARA,4,0
6c05c76270c3039f543b787217cb753444762f31,FARMACIAS SIMILARES,6,0
6c05c76270c3039f543b787217cb753444762f31,HEB,5,0
6c05c76270c3039f543b787217cb753444762f31,MERCADO PAGO,1,0
6c05c76270c3039f543b787217cb753444762f31,OXXO,13,1
6c05c76270c3039f543b787217cb753444762f31,OXXO GAS,1,0
6c05c76270c3039f543b787217cb753444762f31,RAPPI,3,0
6c05c76270c3039f543b787217cb753444762f31,RAPPIPRO,2,0
6c05c76270c3039f543b787217cb753444762f31,SORIANA,1,0
6c05c76270c3039f543b787217cb753444762f31,SPOTIFY,6,0
6c05c76270c3039f543b787217cb753444762f31,STARBUCKS,3,0
6c05c76270c3039f543b787217cb753444762f31,TELCEL,8,1
6c05c76270c3039f543b787217cb753444762f31,UBER,8,1
6c05c76270c3039f543b787217cb753444762f31,UBER EATS,2,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,AMAZON,9,1
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,AMAZON PRIME,6,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,COSTCO,2,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,DIDI,2,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,DIDI RIDES,7,1
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,GOOGLE,8,1
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,ITUNES,13,1
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,LIVERPOOL,1,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,MERCADO PAGO,5,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,OXXO,1,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,OXXO GAS,2,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,RAPPI,1,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,SERV AGUA DREN,8,1
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,STARBUCKS,1,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,TOTALPLAY,11,1
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,TULOTERO,3,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,UBER,6,0
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,UBER EATS,12,1
6dcca665824fc7146474f6602c5957f25a316b49,ADOBE,7,1
6dcca665824fc7146474f6602c5957f25a316b49,AMAZON,13,1
6dcca665824fc7146474f6602c5957f25a316b49,AMAZON PRIME,1,0
6dcca665824fc7146474f6602c5957f25a316b49,CFE,6,0
6dcca665824fc7146474f6602c5957f25a316b49,CINEPOLIS,5,0
6dcca665824fc7146474f6602c5957f25a316b49,COSTCO,1,0
6dcca665824fc7146474f6602c5957f25a316b49,CRUNCHYROLL,10,1
6dcca665824fc7146474f6602c5957f25a316b49,DIDI,1,0
6dcca665824fc7146474f6602c5957f25a316b49,DIDI FOOD,5,0
6dcca665824fc7146474f6602c5957f25a316b49,DIDIFOOD,4,0
6dcca665824fc7146474f6602c5957f25a316b49,GOOGLE,11,1
6dcca665824fc7146474f6602c5957f25a316b49,GOOGLE YOUTUBE,12,1
6dcca665824fc7146474f6602c5957f25a316b49,GOOGLE YOUTUBEPREMIUM,12,1
6dcca665824fc7146474f6602c5957f25a316b49,MERCADO PAGO,3,0
6dcca665824fc7146474f6602c5957f25a316b49,PLAYSTATION NETWORK,1,0
6dcca665824fc7146474f6602c5957f25a316b49,RAPPI,9,1
6dcca665824fc7146474f6602c5957f25a316b49,SAMS CLUB,3,0
6dcca665824fc7146474f6602c5957f25a316b49,SPOTIFY,11,1
6dcca665824fc7146474f6602c5957f25a316b49,STARBUCKS,2,0
6dcca665824fc7146474f6602c5957f25a316b49,TELCEL,1,0
6dcca665824fc7146474f6602c5957f25a316b49,TELMEX,5,0
6dcca665824fc7146474f6602c5957f25a316b49,TEMU,1,0
6dcca665824fc7146474f6602c5957f25a316b49,UBER,1,0
6dcca665824fc7146474f6602c5957f25a316b49,WALMART,1,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,7 ELEVEN,1,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,AMAZON,11,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,AMAZON PRIME,13,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,BAE,12,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,CHEDRAUI,3,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,CINEPOLIS,2,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,DIDI,2,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,DIDI RIDES,4,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,FARMACIAS DEL AHORRO,1,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,FARMACIAS GUADALAJARA,8,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,FARMACIAS SIMILARES,4,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,ITUNES,13,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,MI ATT,4,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,MICROSOFT,13,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,OXXO,13,1
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,SEARS,1,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,SORIANA,4,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,UBER,4,0
6dfd8f598a7fb6e9ffcb19c274af30e1a5651fc3,UBRPAGOSMEX,2,0
6e0374760c31236707dbc067ba54f97138836e13,7 ELEVEN,7,1
6e0374760c31236707dbc067ba54f97138836e13,7ELEVEN,4,0
6e0374760c31236707dbc067ba54f97138836e13,AMAZON,3,0
6e0374760c31236707dbc067ba54f97138836e13,CARLS JR,2,0
6e0374760c31236707dbc067ba54f97138836e13,CFE,7,1
6e0374760c31236707dbc067ba54f97138836e13,COPPEL,1,0
6e0374760c31236707dbc067ba54f97138836e13,DIDI FOOD,4,0
6e0374760c31236707dbc067ba54f97138836e13,DIDIFOOD,1,0
6e0374760c31236707dbc067ba54f97138836e13,FARMACIAS DEL AHORRO,1,0
6e0374760c31236707dbc067ba54f97138836e13,HEB,3,0
6e0374760c31236707dbc067ba54f97138836e13,IZZI,13,1
6e0374760c31236707dbc067ba54f97138836e13,MERCADO PAGO,3,0
6e0374760c31236707dbc067ba54f97138836e13,OXXO,11,1
6e0374760c31236707dbc067ba54f97138836e13,OXXO GAS,1,0
6e0374760c31236707dbc067ba54f97138836e13,SAMS CLUB,1,0
6e0374760c31236707dbc067ba54f97138836e13,SEARS,1,0
6e0374760c31236707dbc067ba54f97138836e13,SERV AGUA DREN,12,1
6e0374760c31236707dbc067ba54f97138836e13,SHEIN,1,0
6e0374760c31236707dbc067ba54f97138836e13,SMART,1,0
6e0374760c31236707dbc067ba54f97138836e13,SORIANA,3,0
6e0374760c31236707dbc067ba54f97138836e13,STARBUCKS,9,1
6e0374760c31236707dbc067ba54f97138836e13,SUPERCENTER,7,1
6e0374760c31236707dbc067ba54f97138836e13,TELCEL,9,1
6e0374760c31236707dbc067ba54f97138836e13,WAL-MART,1,0
6e0374760c31236707dbc067ba54f97138836e13,WALMART,2,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,7 ELEVEN,2,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,AMAZON,2,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,AMAZON PRIME,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,CINEPOLIS,3,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,COSTCO,7,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,DIDI,9,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,DIDI FOOD,2,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,DIDI RIDES,12,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,DIDIFOOD,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,FARMACIAS GUADALAJARA,4,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,HEB,12,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,LIVERPOOL,11,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,MERCADO PAGO,11,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,NETFLIX,13,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,OXXO,7,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,OXXO GAS,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,RAPPI,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,RAPPIPRO,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,SAMS CLUB,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,SHEIN,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,SMART,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,SORIANA,1,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,SPOTIFY,13,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,STARBUCKS,8,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,TELCEL,2,0
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,UBER,13,1
6e88ddf7fec42fd34cf13670ce1a9c458feca6df,UBER EATS,11,1
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,7 ELEVEN,4,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,AMAZON,13,1
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,AMAZON PRIME,1,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,CASHI ECOMMERCE,9,1
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,FARMACIAS DEL AHORRO,1,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,FARMACIAS SIMILARES,2,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,IZZI,13,1
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,LIVERPOOL,4,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,MELIMAS,13,1
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,MERCADO PAGO,7,1
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,OXXO,5,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,SAMS CLUB,1,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,SMARTFIT,6,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,SORIANA,3,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,STARBUCKS,3,0
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,WALMART,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,AT&T,13,1
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,CARLS JR,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,CFE,2,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,CHEDRAUI,6,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,CINEPOLIS,2,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,DIDI,2,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,DIDI FOOD,3,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,DIDI RIDES,4,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,DIDIFOOD,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,FARMACIAS GUADALAJARA,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,FARMACIAS SIMILARES,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,GOOGLE,10,1
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,IZZI,13,1
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,LIVERPOOL,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,MELIMAS,13,1
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,MERCADO PAGO,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,MICROSOFT,13,1
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,SORIANA,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,STARBUCKS,1,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,TOTAL PASS,11,1
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,UBER,6,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,UBRPAGOSMEX,5,0
6ef8ee2f7349e5b8bef3ea95a17bcf4e3e39e060,WALMART,3,0
6f0e920666216ad4784a8ea41e2d2efbc349af0c,7 ELEVEN,7,1
6f0e920666216ad4784a8ea41e2d2efbc349af0c,7ELEVEN,8,1
6f0e920666216ad4784a8ea41e2d2efbc349af0c,AMAZON,8,1
6f0e920666216ad4784a8ea41e2d2efbc349af0c,AMAZON PRIME,9,1
6f0e920666216ad4784a8ea41e2d2efbc349af0c,AUDIBLE,2,0
6f0e920666216ad4784a8ea41e2d2efbc349af0c,CANVA,2,0
6f0e920666216ad4784a8ea41e2d2efbc349af0c,CARLS JR,4,0
6f0e920666216ad4784a8ea41e2d2efbc349af0c,CFE,6,0
6f0e920666216ad4784a8ea41e2d2efbc349af0c,CINEPOLIS,2,0
